"","date_yearmon","Site","Ammonia","Kjeldahl nitrogen","Nitrate + Nitrite","pH","Specific conductance","Temperature, water","Total dissolved solids","Total Phosphorus, mixed forms","Total Nitrogen, mixed forms","Turbidity","Weight","Chlorophyll a, corrected for pheophytin"
"2200",Aug 2010,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5263157894737,66.4047619047619
"2201",Sep 2010,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.95,138.828571428571
"2202",Aug 2011,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0952380952381,44.2857142857143
"2203",Sep 2011,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.42857142857143,39.3333333333333
"2204",Aug 2012,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.047619047619,32.7619047619048
"2205",Sep 2012,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8095238095238,161.380952380952
"2206",Aug 2013,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.04761904761905,22.8095238095238
"2207",Sep 2013,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4761904761905,81.4285714285714
"2208",Jul 2014,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6368421052632,44.1578947368421
"2209",Sep 2014,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5380952380952,123.666666666667
"2210",Jul 2015,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.375,228.125
"2211",Aug 2015,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7619047619048,100.238095238095
"2212",Sep 2015,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3333333333333,76.3333333333333
"2213",Jul 2016,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.22975,252.7425
"2214",Sep 2016,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0238095238095,285.761904761905
"2215",Jul 2017,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07142857142857,13.5047619047619
"2216",Aug 2017,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.58571428571429,24.9904761904762
"2217",Sep 2017,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.0190476190476,175.838095238095
"2218",Aug 2018,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4631578947368,42.5105263157895
"2219",Sep 2018,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2666666666667,148.361904761905
"2220",Aug 2019,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.06725,44.315
"2221",Sep 2019,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.55,253.4
"2222",Aug 2020,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4209523809524,55.1357142857143
"2223",Sep 2020,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8833333333333,116.385714285714
"2224",Jul 2021,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3809523809524,57.3333333333333
"2225",Aug 2021,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.047619047619,59.1904761904762
"2226",Jul 2022,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7142857142857,53.8609571428571
"2227",Sep 2022,"Clark Fork River below Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.047619047619,116.164061904762
"2228",Aug 2007,"Clark Fork River below Rock Creek confluence - 29.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2727272727273
"2229",Jul 1998,"Clark Fork River above Little Blackfoot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2230",Aug 1998,"Clark Fork River above Little Blackfoot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2231",Sep 1998,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.32,484,18.9,243,NA,NA,NA,NA,NA
"2232",Jul 1999,"Clark Fork River above Little Blackfoot",NA,NA,NA,7.82,391,26.4,198,NA,NA,NA,NA,NA
"2233",Aug 1999,"Clark Fork River above Little Blackfoot",NA,NA,NA,7.71,409,22.5,204,NA,NA,NA,NA,NA
"2234",Sep 1999,"Clark Fork River above Little Blackfoot",NA,NA,NA,5.68,483,13.1,249,NA,NA,NA,NA,NA
"2235",Jul 2000,"Clark Fork River above Little Blackfoot",NA,NA,NA,7.44,543,14.3,271,NA,NA,3.21,NA,NA
"2236",Aug 2000,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.16,587,15,293,NA,NA,NA,NA,NA
"2237",Sep 2000,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.89,633,17.4,315,NA,NA,8.54,NA,NA
"2238",Oct 2000,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.72,593,12.5,296,NA,NA,9.53,NA,NA
"2239",Nov 2000,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.24,503,3.5,251,NA,NA,8.87,NA,NA
"2240",Dec 2000,"Clark Fork River above Little Blackfoot",NA,0.2,NA,8.12,576,4.4,289,NA,NA,2.8,NA,NA
"2241",Jan 2001,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.17,530,3.3,266,NA,NA,5.72,NA,NA
"2242",Feb 2001,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.03,615,0.7,307,NA,NA,NA,NA,NA
"2243",Apr 2001,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.635,544.5,8.9,NA,NA,NA,6.825,NA,NA
"2244",May 2001,"Clark Fork River above Little Blackfoot",NA,NA,NA,7.19,442,12.4,221,NA,NA,NA,NA,NA
"2245",Jun 2001,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.51,475,16.8,238,NA,NA,NA,NA,NA
"2246",Jul 2001,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.92,500,18.2,250,NA,NA,NA,NA,NA
"2247",Aug 2001,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.57,463,20.5,232,NA,NA,1.96,NA,NA
"2248",Sep 2001,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.79,475,16.6,238,NA,NA,3.03,NA,NA
"2249",Oct 2001,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.25,520,7.3,264,NA,NA,4.7,NA,NA
"2250",Nov 2001,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.47,535,7,267,NA,NA,6.44,NA,NA
"2251",Jul 2002,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.4,450,22.9,225,NA,NA,7.26,NA,NA
"2252",Aug 2002,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.75,454,17.4,227,NA,NA,1.72,NA,NA
"2253",Sep 2002,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.18,488,13.6,247,NA,NA,2.89,NA,NA
"2254",Aug 1998,"Clark Fork River at Huson",NA,NA,NA,7.87,218,22.9,113,NA,NA,NA,NA,NA
"2255",Sep 1998,"Clark Fork River at Huson",NA,NA,NA,8.16,194,18.5,98,NA,NA,NA,NA,NA
"2256",Jul 1999,"Clark Fork River at Huson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2257",Aug 1999,"Clark Fork River at Huson",NA,NA,NA,7.71,280,20.6,144,NA,NA,NA,NA,NA
"2258",Sep 1999,"Clark Fork River at Huson",NA,NA,NA,7.34,306,14.8,153,NA,NA,NA,NA,NA
"2259",Jul 2000,"Clark Fork River at Huson",NA,NA,NA,8.15,231,18.3,116,NA,NA,3.33,NA,NA
"2260",Aug 2000,"Clark Fork River at Huson",NA,NA,NA,8.9,263,19.7,131,NA,NA,NA,NA,NA
"2261",Oct 2000,"Clark Fork River at Huson",NA,NA,NA,8.23,286,10.8,143,NA,NA,1.54,NA,NA
"2262",Nov 2000,"Clark Fork River at Huson",NA,NA,NA,8.11,256,2.7,129,NA,NA,1.22,NA,NA
"2263",Dec 2000,"Clark Fork River at Huson",NA,0.2,NA,8.18,291,3.8,145,NA,NA,0.86,NA,NA
"2264",Jan 2001,"Clark Fork River at Huson",NA,NA,NA,8.37,157,6.8,79,NA,NA,1.17,NA,NA
"2265",Feb 2001,"Clark Fork River at Huson",NA,NA,NA,8.6,314,2.6,NA,NA,NA,NA,NA,NA
"2266",Apr 2001,"Clark Fork River at Huson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2267",May 2001,"Clark Fork River at Huson",NA,NA,NA,8.15,154,15.2,77,NA,NA,NA,NA,NA
"2268",Jun 2001,"Clark Fork River at Huson",NA,NA,NA,7.99,180,16.4,90,NA,NA,NA,NA,NA
"2269",Aug 2001,"Clark Fork River at Huson",NA,NA,NA,8.76,256,20.3,129,NA,NA,2.77,NA,NA
"2270",Sep 2001,"Clark Fork River at Huson",NA,NA,NA,8.21,266,16.6,135,NA,NA,2.11,NA,NA
"2271",Oct 2001,"Clark Fork River at Huson",NA,NA,NA,8.26,286,8.1,145,NA,NA,4.11,NA,NA
"2272",Nov 2001,"Clark Fork River at Huson",NA,NA,NA,8.53,271,6.6,139,NA,NA,2.13,NA,NA
"2273",Jul 2002,"Clark Fork River at Huson",NA,NA,NA,8.11,204,21.9,103,NA,NA,1.7,NA,NA
"2274",Aug 2002,"Clark Fork River at Huson",NA,NA,NA,7.84,260,18,130,NA,NA,6.05,NA,NA
"2275",Sep 2002,"Clark Fork River at Huson",NA,NA,NA,7.67,277,14.8,141,NA,NA,2.22,NA,NA
"2276",Jun 2001,"Clark Fork River at Noxon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2277",May 1999,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2278",May 2001,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2279",May 2002,"Clark Fork River below Cabinet Gorge Dam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2280",Aug 1998,"Clark Fork River below Missoula",NA,NA,NA,7.95,237,22.4,121,NA,NA,NA,NA,NA
"2281",Sep 1998,"Clark Fork River below Missoula",NA,NA,NA,8.36,252,18.5,127,NA,NA,NA,NA,NA
"2282",Jul 1999,"Clark Fork River below Missoula",NA,NA,NA,NA,243,22.8,126,NA,NA,NA,NA,NA
"2283",Aug 1999,"Clark Fork River below Missoula",NA,NA,NA,8.42,268,21.6,137,NA,NA,NA,NA,NA
"2284",Sep 1999,"Clark Fork River below Missoula",NA,NA,NA,7.72,319,15.5,160,NA,NA,NA,NA,NA
"2285",Jul 2000,"Clark Fork River below Missoula",NA,NA,NA,8.62,259,22.7,129,NA,NA,3.86,NA,NA
"2286",Aug 2000,"Clark Fork River below Missoula",NA,NA,NA,8.79,283,20.5,141,NA,NA,NA,NA,NA
"2287",Oct 2000,"Clark Fork River below Missoula",NA,NA,NA,8.27,372,9.5,186,NA,NA,2.48,NA,NA
"2288",Nov 2000,"Clark Fork River below Missoula",NA,NA,NA,8.01,311,4,155,NA,NA,1.36,NA,NA
"2289",Dec 2000,"Clark Fork River below Missoula",NA,0.3,NA,8.08,341,2.3,172,NA,NA,1.33,NA,NA
"2290",Jan 2001,"Clark Fork River below Missoula",NA,NA,NA,8.59,183,4.7,92,NA,NA,0.87,NA,NA
"2291",Feb 2001,"Clark Fork River below Missoula",NA,NA,NA,8.42,365,2.9,NA,NA,NA,NA,NA,NA
"2292",Apr 2001,"Clark Fork River below Missoula",NA,NA,NA,8.555,300.5,11.5,NA,NA,NA,9.11,NA,NA
"2293",May 2001,"Clark Fork River below Missoula",NA,NA,NA,8.05,183,14.2,91,NA,NA,NA,NA,NA
"2294",Jun 2001,"Clark Fork River below Missoula",NA,NA,NA,8.28,215,14,109,NA,NA,NA,NA,NA
"2295",Aug 2001,"Clark Fork River below Missoula",NA,NA,NA,8.7,278,20.1,141,NA,NA,2.29,NA,NA
"2296",Sep 2001,"Clark Fork River below Missoula",NA,NA,NA,8.3,315,16,158,NA,NA,2,NA,NA
"2297",Oct 2001,"Clark Fork River below Missoula",NA,NA,NA,8.17,336,6.7,173,NA,NA,3.56,NA,NA
"2298",Nov 2001,"Clark Fork River below Missoula",NA,NA,NA,8.32,331,4.6,173,NA,NA,3.09,NA,NA
"2299",Jul 2002,"Clark Fork River below Missoula",NA,NA,NA,8.38,251,22.2,127,NA,NA,2.6,NA,NA
"2300",Aug 2002,"Clark Fork River below Missoula",NA,NA,NA,7.95,285,16.8,145,NA,NA,22.4,NA,NA
"2301",Sep 2002,"Clark Fork River below Missoula",NA,NA,NA,8.29,319,13.7,161,NA,NA,1.96,NA,NA
"2302",Apr 2002,"Clark Fork River below Thompson Falls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2303",Jul 1998,"Clark Fork River below Warm Springs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2304",Aug 1998,"Clark Fork River below Warm Springs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2305",Sep 1998,"Clark Fork River below Warm Springs",NA,NA,NA,8.4,461,17.6,225,NA,NA,NA,NA,NA
"2306",Jul 1999,"Clark Fork River below Warm Springs",NA,NA,NA,7.59,259,22.4,139,NA,NA,NA,NA,NA
"2307",Aug 1999,"Clark Fork River below Warm Springs",NA,NA,NA,7.61,361,20,182,NA,NA,NA,NA,NA
"2308",Sep 1999,"Clark Fork River below Warm Springs",NA,NA,NA,7.44,410,15.3,206,NA,NA,NA,NA,NA
"2309",Jul 2000,"Clark Fork River below Warm Springs",NA,NA,NA,8.87,502,19.3,251,NA,NA,3.26,NA,NA
"2310",Aug 2000,"Clark Fork River below Warm Springs",NA,NA,NA,8.83,509,17.6,254,NA,NA,NA,NA,NA
"2311",Sep 2000,"Clark Fork River below Warm Springs",NA,NA,NA,8.73,449,14.5,224,NA,NA,1.69,NA,NA
"2312",Oct 2000,"Clark Fork River below Warm Springs",NA,NA,NA,8.69,512,10.1,256,NA,NA,0.97,NA,NA
"2313",Nov 2000,"Clark Fork River below Warm Springs",NA,NA,NA,8.3,550,3.4,276,NA,NA,1.82,NA,NA
"2314",Dec 2000,"Clark Fork River below Warm Springs",NA,0.2,NA,8.26,616,2.3,307,NA,NA,1.23,NA,NA
"2315",Jan 2001,"Clark Fork River below Warm Springs",NA,NA,NA,8.18,533,2.8,265,NA,NA,1.75,NA,NA
"2316",Feb 2001,"Clark Fork River below Warm Springs",NA,NA,NA,8.17,671,0.7,335,NA,NA,NA,NA,NA
"2317",Apr 2001,"Clark Fork River below Warm Springs",NA,NA,NA,8.6,NA,8.15,NA,NA,NA,2.665,NA,NA
"2318",May 2001,"Clark Fork River below Warm Springs",NA,NA,NA,NA,370,15.1,185,NA,NA,NA,NA,NA
"2319",Jun 2001,"Clark Fork River below Warm Springs",NA,NA,NA,8.78,360,14.8,181,NA,NA,NA,NA,NA
"2320",Jul 2001,"Clark Fork River below Warm Springs",NA,NA,NA,8.84,399,18,199,NA,NA,NA,NA,NA
"2321",Aug 2001,"Clark Fork River below Warm Springs",NA,NA,NA,8.67,482,17.4,241,NA,NA,2.05,NA,NA
"2322",Sep 2001,"Clark Fork River below Warm Springs",NA,NA,NA,9.23,479,15.4,239,NA,NA,1.06,NA,NA
"2323",Oct 2001,"Clark Fork River below Warm Springs",NA,NA,NA,8.37,436,6.5,222,NA,NA,2.3,NA,NA
"2324",Nov 2001,"Clark Fork River below Warm Springs",NA,NA,NA,8.4,460,5.9,230,NA,NA,1.25,NA,NA
"2325",Jul 2002,"Clark Fork River below Warm Springs",NA,NA,NA,8.31,405,21.1,203,NA,NA,6.6,NA,NA
"2326",Aug 2002,"Clark Fork River below Warm Springs",NA,NA,NA,8.96,455,14.9,231,NA,NA,1.91,NA,NA
"2327",Sep 2002,"Clark Fork River below Warm Springs",NA,NA,NA,8.8,420,11.5,211,NA,NA,1.13,NA,NA
"2328",May 1999,"Clark Fork River above Flathead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2329",Aug 1999,"Clark Fork River above Flathead",NA,NA,NA,6,NA,20.8,NA,NA,NA,NA,NA,NA
"2330",Jan 2000,"Clark Fork River above Flathead",NA,NA,NA,5.61,320,4.7,160,NA,NA,NA,NA,NA
"2331",Sep 2004,"Clark Fork River above Flathead",NA,NA,NA,8.44,208.2,15,NA,NA,NA,246,NA,NA
"2332",Jun 2005,"Clark Fork River above Flathead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2333",Jul 2005,"Clark Fork River above Flathead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2334",Sep 2005,"Clark Fork River above Flathead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2335",Aug 2006,"Clark Fork River above Flathead",NA,NA,NA,8.39333333333333,226,18.7,NA,NA,NA,0.77,NA,NA
"2336",Aug 2008,"Clark Fork River above Flathead",NA,NA,NA,8.67666666666667,221,19.4666666666667,117.333333333333,NA,NA,1.36333333333333,NA,NA
"2337",Aug 2009,"Clark Fork River above Flathead",NA,NA,NA,8.67666666666667,236,20.4333333333333,125.333333333333,NA,NA,1.3,NA,NA
"2338",Sep 2009,"Clark Fork River above Flathead",NA,NA,NA,8.5,249.333333333333,20.1666666666667,132.6,NA,NA,1.36,NA,NA
"2339",Aug 2010,"Clark Fork River above Flathead",NA,NA,NA,8.41333333333333,235.666666666667,22.9,125.533333333333,NA,NA,1.39,NA,NA
"2340",Aug 2012,"Clark Fork River above Flathead",NA,NA,NA,8.48666666666667,207.666666666667,19.0666666666667,134.966666666667,NA,NA,0.823333333333333,NA,NA
"2341",Aug 2014,"Clark Fork River above Flathead",NA,NA,NA,8.17666666666667,237.733333333333,19.2,154.666666666667,NA,NA,1.44,NA,NA
"2342",Jul 2015,"Clark Fork River above Flathead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2343",Sep 2015,"Clark Fork River above Flathead",NA,NA,NA,8.48,240.5,14.25,156.65,NA,NA,1.955,NA,NA
"2344",Sep 2017,"Clark Fork River above Flathead",NA,NA,NA,8.215,250.4,14.55,162.85,NA,NA,1.435,NA,NA
"2345",Jul 2018,"Clark Fork River above Flathead",NA,NA,NA,8.2,208.25,19.05,135.5,NA,NA,3.155,NA,NA
"2346",Aug 2018,"Clark Fork River above Flathead",NA,NA,NA,8.33,239.15,17.95,155.35,NA,NA,0.98,NA,NA
"2347",Aug 2019,"Clark Fork River above Flathead",NA,NA,NA,8.57,247.15,20.55,160.55,NA,NA,2.32,NA,NA
"2348",Aug 2020,"Clark Fork River above Flathead",NA,NA,NA,8.24,241.35,18.7,NA,NA,NA,1.18,NA,NA
"2349",Sep 2020,"Clark Fork River above Flathead",NA,NA,NA,8.13,260.95,13.85,NA,NA,NA,1.705,NA,NA
"2350",Jul 2021,"Clark Fork River above Flathead",NA,NA,NA,8.525,216,9.95,NA,NA,NA,2.955,NA,NA
"2351",Aug 2021,"Clark Fork River above Flathead",NA,NA,NA,8.36,251.3,18.1,NA,NA,NA,2.25,NA,NA
"2352",Sep 2021,"Clark Fork River above Flathead",NA,NA,NA,8.305,269.7,13.45,NA,NA,NA,2.635,NA,NA
"2353",Jan 2000,"Clark Fork River above Little Blackfoot",NA,NA,NA,NA,517,3.6,258,NA,NA,NA,NA,NA
"2354",Apr 2002,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.33,533,7.1,268,NA,NA,11.295,NA,NA
"2355",Aug 2003,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.03,477.5,18.7666666666667,253,NA,NA,1.55,NA,NA
"2356",Jun 2004,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.37,427.666666666667,15.6666666666667,NA,NA,NA,9.33,NA,NA
"2357",Jun 2005,"Clark Fork River above Little Blackfoot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2358",Jul 2005,"Clark Fork River above Little Blackfoot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2359",Sep 2005,"Clark Fork River above Little Blackfoot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2360",Jun 2006,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.31333333333333,387,18.1666666666667,NA,NA,NA,10.8766666666667,NA,NA
"2361",Jun 2008,"Clark Fork River above Little Blackfoot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2362",Jul 2008,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.6,366.666666666667,19.2333333333333,194.933333333333,NA,NA,3.79666666666667,NA,NA
"2363",Jul 2009,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.38,340.666666666667,17.6333333333333,181.233333333333,NA,NA,6.36,NA,NA
"2364",Jun 2011,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.15,254.8,14.6,165.4,NA,NA,13.75,NA,NA
"2365",Jul 2012,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.38333333333333,408.866666666667,19.0666666666667,265.866666666667,NA,NA,2.1,NA,NA
"2366",Aug 2012,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.42,410.733333333333,16.6,266.966666666667,NA,NA,2.07333333333333,NA,NA
"2367",Aug 2013,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.385,486.6,16.55,316.2,NA,NA,1.52,NA,NA
"2368",Aug 2014,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.105,431.2,18.55,280.5,NA,NA,2.145,NA,NA
"2369",Jul 2015,"Clark Fork River above Little Blackfoot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2370",Aug 2015,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.21,477.4,14.35,310.4,NA,NA,1.585,NA,NA
"2371",Aug 2016,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.145,439.75,13.25,286.05,NA,NA,1.195,NA,NA
"2372",Sep 2016,"Clark Fork River above Little Blackfoot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2373",Aug 2017,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.23,472.95,16.2,307.4,NA,NA,0.875,NA,NA
"2374",Aug 2018,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.505,418.55,16.05,272,NA,NA,1.815,NA,NA
"2375",Sep 2019,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.205,451.35,14,298.475,NA,NA,22.69,NA,NA
"2376",Jul 2020,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.51,364.1,19.7,NA,NA,NA,4.095,NA,NA
"2377",Aug 2020,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.375,448.5,17.95,NA,NA,NA,3.92,NA,NA
"2378",Sep 2020,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.265,489.1,12.35,NA,NA,NA,2.4,NA,NA
"2379",Jul 2021,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.67,476.15,20.75,NA,NA,NA,2.635,NA,NA
"2380",Aug 2021,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.615,498.7,18.75,NA,NA,NA,3.215,NA,NA
"2381",Sep 2021,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.52,509.45,10.55,NA,NA,NA,1.985,NA,NA
"2382",Sep 2022,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.48,524.55,15.7,NA,NA,NA,1.195,NA,NA
"2383",Jan 2000,"Clark Fork River above Missoula",NA,NA,NA,7,340,1.4,170,NA,NA,NA,NA,NA
"2384",May 2000,"Clark Fork River above Missoula",NA,NA,NA,7.83,172,13.3,86,NA,NA,4.92,NA,NA
"2385",Feb 2001,"Clark Fork River above Missoula",NA,NA,NA,NA,NA,NA,84,NA,NA,1.73,NA,NA
"2386",Jun 2005,"Clark Fork River above Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2387",Sep 2005,"Clark Fork River above Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2388",Jun 2006,"Clark Fork River above Missoula",NA,NA,NA,8.19666666666667,205.766666666667,16.0333333333333,NA,NA,NA,12.6966666666667,NA,NA
"2389",Aug 2006,"Clark Fork River above Missoula",NA,NA,NA,8.24666666666667,280,17,NA,NA,NA,2.92666666666667,NA,NA
"2390",Jun 2008,"Clark Fork River above Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2391",Aug 2009,"Clark Fork River above Missoula",NA,NA,NA,7.99333333333333,286.333333333333,18.0666666666667,152.233333333333,NA,NA,2.47,NA,NA
"2392",Aug 2010,"Clark Fork River above Missoula",NA,NA,NA,7.66,283,18.8333333333333,150.5,NA,NA,2.24666666666667,NA,NA
"2393",Jun 2011,"Clark Fork River above Missoula",NA,NA,NA,7.935,164.5,12.85,106.95,NA,NA,36.25,NA,NA
"2394",Aug 2011,"Clark Fork River above Missoula",NA,NA,NA,8.38333333333333,240.733333333333,15.4,156.433333333333,NA,NA,2.15666666666667,NA,NA
"2395",Jun 2012,"Clark Fork River above Missoula",NA,NA,NA,8.16,162.1,12.3,105.3,NA,NA,5.48,NA,NA
"2396",Aug 2012,"Clark Fork River above Missoula",NA,NA,NA,8.35,255.166666666667,16.7,165.966666666667,NA,NA,1.69666666666667,NA,NA
"2397",Sep 2013,"Clark Fork River above Missoula",NA,NA,NA,8.225,294.95,15.15,191.8,NA,NA,NA,NA,NA
"2398",Jul 2014,"Clark Fork River above Missoula",NA,NA,NA,7.795,230.95,16.1,150.15,NA,NA,4.01,NA,NA
"2399",Jul 2015,"Clark Fork River above Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2400",Jul 2016,"Clark Fork River above Missoula",NA,NA,NA,8.28,247.05,17.4,160.55,NA,NA,1.195,NA,NA
"2401",Sep 2016,"Clark Fork River above Missoula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2402",Jul 2017,"Clark Fork River above Missoula",NA,NA,NA,8.175,253,18.9,164.45,NA,NA,2.34,NA,NA
"2403",Jul 2018,"Clark Fork River above Missoula",NA,NA,NA,8.185,259,19.15,168.35,NA,NA,4.735,NA,NA
"2404",Jul 2020,"Clark Fork River above Missoula",NA,NA,NA,8.18,257.5,18.65,NA,NA,NA,8.16,NA,NA
"2405",Aug 2020,"Clark Fork River above Missoula",NA,NA,NA,8.365,297.3,18.3,NA,NA,NA,2.775,NA,NA
"2406",Sep 2020,"Clark Fork River above Missoula",NA,NA,NA,8.12,324.95,13.85,NA,NA,NA,3.915,NA,NA
"2407",Jul 2021,"Clark Fork River above Missoula",NA,NA,NA,8.49,265.8,18.55,NA,NA,NA,2.745,NA,NA
"2408",Aug 2021,"Clark Fork River above Missoula",NA,NA,NA,8.53,307.45,18.6,NA,NA,NA,4.785,NA,NA
"2409",Sep 2021,"Clark Fork River above Missoula",NA,NA,NA,7.935,326.75,11.85,NA,NA,NA,3.57,NA,NA
