 Agency Code, Station number,Site, Begin date,Day,Month,Year, Begin time, End date, End time, Time datum, Time datum reliability code, Agency Collecting Sample Code, Medium code, Taxonomic unit code, Body part code," Stream width, feet"," Temperature, water, degrees Celsius"," Temperature, air, degrees Celsius"," Temperature, air, degrees Fahrenheit"," Barometric pressure, millimeters of mercury"," Agency analyzing sample, code"," Weather, World Meteorological Organization (WMO) code"," Discharge, cubic feet per second"," Discharge, instantaneous, cubic feet per second"," Number of sampling points, count"," Gage height, feet"," Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius"," Hydrogen ion, water, unfiltered, calculated, milligrams per liter"," pH, water, unfiltered, field, standard units"," pH, water, unfiltered, laboratory, standard units"," Carbon dioxide, water, unfiltered, milligrams per liter"," Hardness, water, milligrams per liter as calcium carbonate"," Noncarbonate hardness, water, filtered, lab, milligrams per liter as calcium carbonate"," Calcium, water, filtered, milligrams per liter"," Magnesium, water, filtered, milligrams per liter"," Sodium, water, filtered, milligrams per liter"," Sodium adsorption ratio (SAR), water, number"," Sodium fraction of cations, water, percent in equivalents of major cations"," Potassium, water, filtered, milligrams per liter"," Chloride, water, filtered, milligrams per liter"," Sulfate, water, filtered, milligrams per liter"," Fluoride, water, filtered, milligrams per liter"," Silica, water, filtered, milligrams per liter as SiO2"," Arsenic, water, filtered, micrograms per liter"," Arsenic, water, unfiltered, micrograms per liter"," Cadmium, water, filtered, micrograms per liter"," Cadmium, water, unfiltered, micrograms per liter"," Copper, water, filtered, micrograms per liter"," Copper, water, unfiltered, recoverable, micrograms per liter"," Iron, water, unfiltered, recoverable, micrograms per liter"," Iron, water, filtered, micrograms per liter"," Lead, water, filtered, micrograms per liter"," Lead, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, filtered, micrograms per liter"," Zinc, water, filtered, micrograms per liter"," Zinc, water, unfiltered, recoverable, micrograms per liter"," Aluminum, water, unfiltered, recoverable, micrograms per liter"," Aluminum, water, filtered, micrograms per liter"," Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, laboratory, milligrams per liter as calcium carbonate"," Gage height, above datum, meters"," Discharge, cubic meters per second"," Discharge, instantaneous, cubic meters per second"," Transit rate, sampler, minimum, feet per second"," Transit rate, sampler, feet per second"," Transit rate, sampler, maximum, feet per second"," Site visit purpose, code"," Turbidity, water, unfiltered, broad band light source (400"," Turbidity, water, unfiltered, monochrome near infra"," Turbidity, water, unfiltered, monochrome near infra"," Dissolved solids, water, filtered, sum of constituents, milligrams per liter"," Dissolved solids, water, short tons per day"," Dissolved solids, water, filtered, short tons per acre"," Suspended sediment, sieve diameter, percent smaller than 0.0625 millimeters"," Sample purpose, code"," Sample location, distance downstream, feet"," Sample location, distance upstream, feet"," Sampler nozzle material, code"," Sampler nozzle diameter, code"," Suspended sediment concentration, milligrams per liter"," Suspended sediment discharge, short tons per day"," Velocity at point in stream, feet per second"," Sampling method, code"," Sampler type, code"," Sample splitter type, field, code"," Bottle or bag sampler material (construction), code"," Specific conductance, water, unfiltered, laboratory, microsiemens per centimeter at 25 degrees Celsius"," Suspended sediment, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, smaller than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, larger than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, between 0.063 and 4 mm sieve diameter, sediment mass analyzed for particle size fractions, dry weight, grams"," Type of replicate, code"," Type of quality assurance data associated with sample, code"," Sulfuric acid NWIS lot number, 4.5 N (1:7), 1 mL, National Field Supply Service (NFSS) stock number Q438FLD"," Nitric acid NWIS lot number, 7.5"," Conductance standard NWIS lot number, 50 uS/cm KCl, National Field Supply Service (NFSS) stock number Q42FLD"," Conductance standard NWIS lot number, 100 uS/cm KCl, National Field Supply Service (NFSS) stock number Q43FLD"," Conductance standard NWIS lot number, 500 uS/cm KCl, National Field Supply Service (NFSS) stock number Q45FLD"," Conductance standard NWIS lot number, 750 uS/cm KCl, National Field Supply Service (NFSS) stock number Q46FLD"," Conductance standard NWIS lot number, 1000 uS/cm KCl, National Field Supply Service (NFSS) stock number Q47FLD"," pH 10 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q122FLD, Q123FLD"," pH 4 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q124FLD, Q125FLD"," pH 7 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q126FLD, Q127FLD"," Lot number, first, inorganic"," NWIS lot number, capsule filter, 0.45 micron"," NWIS lot number, disk filter, 0.45 micron"," Julian date, in"
USGS,12324200,DL,11/4/2014,4,11,2014,16:21,,,MST,K,OBSERVER,WS,,,,6.5,,,,,,,,1,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,9,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,11/8/2014,8,11,2014,16:45,,,MST,K,OBSERVER,WS,,,,6,,,,,,,,1,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,14,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,11/8/2014,8,11,2014,16:46,,,MST,K,OBSERVER,WS,,,,6,,,,,,,,1,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,14,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,11/12/2014,12,11,2014,18:05,,,MST,K,OBSERVER,WS,,,,6.5,,,,,,,,1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,22,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,11/12/2014,12,11,2014,18:06,,,MST,K,OBSERVER,WS,,,,6.5,,,,,,,,1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,16,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,11/16/2014,16,11,2014,17:20,,,MST,K,OBSERVER,WS,,,,5.5,,,,,,,,1,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,14,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,11/16/2014,16,11,2014,17:21,,,MST,K,OBSERVER,WS,,,,5.5,,,,,,,,1,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,14,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,11/20/2014,20,11,2014,18:15,,,MST,K,OBSERVER,WS,,,,4,,,,,,,,1,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,47,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,11/20/2014,20,11,2014,18:16,,,MST,K,OBSERVER,WS,,,,4,,,,,,,,1,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,36,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,11/24/2014,24,11,2014,16:30,,,MST,K,OBSERVER,WS,,,,4.5,,,,,,,,1,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,25,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,11/24/2014,24,11,2014,16:31,,,MST,K,OBSERVER,WS,,,,4.5,,,,,,,,1,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,23,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,11/28/2014,28,11,2014,16:45,,,MST,K,OBSERVER,WS,,,,4.5,,,,,,,,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,21,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,11/28/2014,28,11,2014,16:46,,,MST,K,OBSERVER,WS,,,,4.5,,,,,,,,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,26,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,12/2/2014,2,12,2014,18:00,,,MST,K,OBSERVER,WS,,,,5,,,,,,,,1,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,27,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,12/2/2014,2,12,2014,18:01,,,MST,K,OBSERVER,WS,,,,5,,,,,,,,1,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,27,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,12/6/2014,6,12,2014,18:10,,,MST,K,OBSERVER,WS,,,,5,,,,,,,,1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,20,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,12/6/2014,6,12,2014,18:11,,,MST,K,OBSERVER,WS,,,,5,,,,,,,,1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,19,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,12/10/2014,10,12,2014,18:00,,,MST,K,OBSERVER,WS,,,,5.5,,,,,,,,1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,30,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,12/10/2014,10,12,2014,18:01,,,MST,K,OBSERVER,WS,,,,5.5,,,,,,,,1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,31,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,12/14/2014,14,12,2014,17:45,,,MST,K,OBSERVER,WS,,,,5,,,,,,,,1,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,55,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,12/14/2014,14,12,2014,17:46,,,MST,K,OBSERVER,WS,,,,5,,,,,,,,1,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,46,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,12/18/2014,18,12,2014,18:15,,,MST,K,OBSERVER,WS,,,,4,,,,,,,,1,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,55,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,12/18/2014,18,12,2014,18:16,,,MST,K,OBSERVER,WS,,,,4,,,,,,,,1,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,56,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,12/22/2014,22,12,2014,18:20,,,MST,K,OBSERVER,WS,,,,5,,,,,,,,1,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,12/22/2014,22,12,2014,18:21,,,MST,K,OBSERVER,WS,,,,5,,,,,,,,1,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,36,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,12/26/2014,26,12,2014,18:17,,,MST,K,OBSERVER,WS,,,,5,,,,,,,,1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,43,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,12/26/2014,26,12,2014,18:18,,,MST,K,OBSERVER,WS,,,,5,,,,,,,,1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,44,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,12/30/2014,30,12,2014,17:05,,,MST,K,OBSERVER,WS,,,,4,,,,,,,,1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,37,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,12/30/2014,30,12,2014,17:06,,,MST,K,OBSERVER,WS,,,,4,,,,,,,,1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,37,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/3/2015,3,1,2015,17:50,,,MST,K,OBSERVER,WS,,,,3,,,,,,,,1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/3/2015,3,1,2015,17:51,,,MST,K,OBSERVER,WS,,,,3,,,,,,,,1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/7/2015,7,1,2015,18:10,,,MST,K,OBSERVER,WS,,,,4,,,,,,,,1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,26,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/7/2015,7,1,2015,18:11,,,MST,K,OBSERVER,WS,,,,4,,,,,,,,1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,26,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/11/2015,11,1,2015,17:55,,,MST,K,OBSERVER,WS,,,,4,,,,,,,,1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,22,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/11/2015,11,1,2015,17:56,,,MST,K,OBSERVER,WS,,,,4,,,,,,,,1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,22,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/15/2015,15,1,2015,18:04,,,MST,K,OBSERVER,WS,,,,3.5,,,,,,,,1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,26,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/15/2015,15,1,2015,18:05,,,MST,K,OBSERVER,WS,,,,3.5,,,,,,,,1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,25,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/19/2015,19,1,2015,18:02,,,MST,K,OBSERVER,WS,,,,4,,,,,,,,1,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,42,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/19/2015,19,1,2015,18:03,,,MST,K,OBSERVER,WS,,,,4,,,,,,,,1,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,42,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/23/2015,23,1,2015,17:00,,,MST,K,OBSERVER,WS,,,,6.2,,,,,,,,1,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/23/2015,23,1,2015,17:01,,,MST,K,OBSERVER,WS,,,,6.2,,,,,,,,1,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,27,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/27/2015,27,1,2015,18:10,,,MST,K,OBSERVER,WS,,,,5.7,,,,,,,,1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,29,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/27/2015,27,1,2015,18:11,,,MST,K,OBSERVER,WS,,,,5.7,,,,,,,,1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,35,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/31/2015,31,1,2015,16:10,,,MST,K,OBSERVER,WS,,,,4,,,,,,,,1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,23,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,1/31/2015,31,1,2015,16:11,,,MST,K,OBSERVER,WS,,,,4,,,,,,,,1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,27,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,2/4/2015,4,2,2015,15:00,,,MST,K,OBSERVER,WS,,,,6,,,,,,,,1,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,10,,,,,110,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,2/4/2015,4,2,2015,15:01,,,MST,K,OBSERVER,WS,,,,6,,,,,,,,1,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,10,,,,,44,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,2/8/2015,8,2,2015,16:50,,,MST,K,OBSERVER,WS,,,,5.5,,,,,,,,1,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,10,,,,,95,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,2/8/2015,8,2,2015,16:51,,,MST,K,OBSERVER,WS,,,,5.5,,,,,,,,1,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,,,,,,,,,,,10,,,,,44,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,2/12/2015,12,2,2015,16:08,,,MST,K,OBSERVER,WS,,,,5,,,,,,,,1,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,10,,,,,60,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,2/12/2015,12,2,2015,16:09,,,MST,K,OBSERVER,WS,,,,5,,,,,,,,1,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,10,,,,,65,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,2/16/2015,16,2,2015,18:00,,,MST,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,26,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,2/16/2015,16,2,2015,18:01,,,MST,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,29,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,2/20/2015,20,2,2015,17:30,,,MST,K,OBSERVER,WS,,,,4,,,,,,,,1,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,19,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,2/20/2015,20,2,2015,17:31,,,MST,K,OBSERVER,WS,,,,4,,,,,,,,1,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,19,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,2/24/2015,24,2,2015,16:00,,,MST,K,OBSERVER,WS,,,,5,,,,,,,,1,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,42,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,2/24/2015,24,2,2015,16:01,,,MST,K,OBSERVER,WS,,,,5,,,,,,,,1,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,39,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,2/28/2015,28,2,2015,15:40,,,MST,K,OBSERVER,WS,,,,4.5,,,,,,,,1,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,2/28/2015,28,2,2015,15:41,,,MST,K,OBSERVER,WS,,,,4.5,,,,,,,,1,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,10,,,,,30,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/4/2015,4,3,2015,16:35,,,MST,K,OBSERVER,WS,,,,1,,,,,,,,1,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,10,,,,,64,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/4/2015,4,3,2015,16:36,,,MST,K,OBSERVER,WS,,,,1,,,,,,,,1,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,10,,,,,38,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/8/2015,8,3,2015,17:50,,,MDT,K,OBSERVER,WS,,,,3.5,,,,,,,,1,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,37,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/8/2015,8,3,2015,17:51,,,MDT,K,OBSERVER,WS,,,,3.5,,,,,,,,1,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,36,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/12/2015,12,3,2015,15:30,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,53,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/12/2015,12,3,2015,15:31,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,34,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/13/2015,13,3,2015,18:00,,,MDT,K,OBSERVER,WS,,,,8.2,,,,,,,,1,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,24,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/13/2015,13,3,2015,18:01,,,MDT,K,OBSERVER,WS,,,,8.2,,,,,,,,1,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,26,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/14/2015,14,3,2015,16:00,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,29,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/14/2015,14,3,2015,16:01,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,10,,,,,29,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/15/2015,15,3,2015,17:49,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,22,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/15/2015,15,3,2015,17:50,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,10,,,,,30,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/16/2015,16,3,2015,18:00,,,MDT,K,OBSERVER,WS,,,,11.5,,,,,,,,1,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,19,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/16/2015,16,3,2015,18:01,,,MDT,K,OBSERVER,WS,,,,11.5,,,,,,,,1,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/17/2015,17,3,2015,18:45,,,MDT,K,OBSERVER,WS,,,,12,,,,,,,,1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,33,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/17/2015,17,3,2015,18:46,,,MDT,K,OBSERVER,WS,,,,12,,,,,,,,1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,30,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
