 Agency Code, Station number,Site, Begin date,Day,Month,Year, Begin time, End date, End time, Time datum, Time datum reliability code, Agency Collecting Sample Code, Medium code, Taxonomic unit code, Body part code," Stream width, feet"," Temperature, water, degrees Celsius"," Temperature, air, degrees Celsius"," Temperature, air, degrees Fahrenheit"," Barometric pressure, millimeters of mercury"," Agency analyzing sample, code"," Weather, World Meteorological Organization (WMO) code"," Discharge, cubic feet per second"," Discharge, instantaneous, cubic feet per second"," Number of sampling points, count"," Gage height, feet"," Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius"," Hydrogen ion, water, unfiltered, calculated, milligrams per liter"," pH, water, unfiltered, field, standard units"," pH, water, unfiltered, laboratory, standard units"," Carbon dioxide, water, unfiltered, milligrams per liter"," Hardness, water, milligrams per liter as calcium carbonate"," Calcium, water, filtered, milligrams per liter"," Magnesium, water, filtered, milligrams per liter"," Sodium, water, filtered, milligrams per liter"," Sodium adsorption ratio (SAR), water, number"," Sodium fraction of cations, water, percent in equivalents of major cations"," Potassium, water, filtered, milligrams per liter"," Chloride, water, filtered, milligrams per liter"," Sulfate, water, filtered, milligrams per liter"," Fluoride, water, filtered, milligrams per liter"," Silica, water, filtered, milligrams per liter as SiO2"," Arsenic, water, filtered, micrograms per liter"," Arsenic, water, unfiltered, micrograms per liter"," Cadmium, water, filtered, micrograms per liter"," Cadmium, water, unfiltered, micrograms per liter"," Copper, water, filtered, micrograms per liter"," Copper, water, unfiltered, recoverable, micrograms per liter"," Iron, water, unfiltered, recoverable, micrograms per liter"," Iron, water, filtered, micrograms per liter"," Lead, water, filtered, micrograms per liter"," Lead, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, filtered, micrograms per liter"," Zinc, water, filtered, micrograms per liter"," Zinc, water, unfiltered, recoverable, micrograms per liter"," Gage height, above datum, meters"," Discharge, cubic meters per second"," Discharge, instantaneous, cubic meters per second"," Transit rate, sampler, minimum, feet per second"," Transit rate, sampler, feet per second"," Transit rate, sampler, maximum, feet per second"," Site visit purpose, code"," Turbidity, water, unfiltered, monochrome near infra"," Dissolved solids, water, filtered, sum of constituents, milligrams per liter"," Dissolved solids, water, short tons per day"," Dissolved solids, water, filtered, short tons per acre"," Suspended sediment, sieve diameter, percent smaller than 0.0625 millimeters"," Sample purpose, code"," Sample location, distance downstream, feet"," Sample location, distance upstream, feet"," Sampler nozzle material, code"," Sampler nozzle diameter, code"," Suspended sediment concentration, milligrams per liter"," Suspended sediment discharge, short tons per day"," Velocity at point in stream, feet per second"," Sampling method, code"," Sampler type, code"," Sample splitter type, field, code"," Bottle or bag sampler material (construction), code"," Specific conductance, water, unfiltered, laboratory, microsiemens per centimeter at 25 degrees Celsius"," Acid neutralizing capacity, water, unfiltered, fixed endpoint (pH 4.5) titration, laboratory, milligrams per liter as calcium carbonate"," Suspended sediment, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, smaller than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, larger than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, between 0.063 and 4 mm sieve diameter, sediment mass analyzed for particle size fractions, dry weight, grams"," Type of replicate, code"," Type of quality assurance data associated with sample, code"," Sulfuric acid NWIS lot number, 4.5 N (1:7), 1 mL, National Field Supply Service (NFSS) stock number Q438FLD"," Nitric acid NWIS lot number, 7.5"," Conductance standard NWIS lot number, 100 uS/cm KCl, National Field Supply Service (NFSS) stock number Q43FLD"," Conductance standard NWIS lot number, 500 uS/cm KCl, National Field Supply Service (NFSS) stock number Q45FLD"," Conductance standard NWIS lot number, 750 uS/cm KCl, National Field Supply Service (NFSS) stock number Q46FLD"," Conductance standard NWIS lot number, 1000 uS/cm KCl, National Field Supply Service (NFSS) stock number Q47FLD"," pH 10 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q122FLD, Q123FLD"," pH 4 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q124FLD, Q125FLD"," pH 7 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q126FLD, Q127FLD"," Lot number, first, inorganic"," NWIS lot number, capsule filter, 0.45 micron"," NWIS lot number, disk filter, 0.45 micron"," Julian date, in"
USGS,12331800,BN,2/25/2002,25,2,2002,14:05,,,MST,T,USGS-WRD,WS,,,,1,-8,,,1028,,,255,,2.64,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/13/2002,13,3,2002,15:10,,,MST,T,USGS-WRD,WS,,,,3.5,9.5,,,80020,,,698,,3.7,411,0.00001,8.2,7.5,,176,51.1,11.9,,,,,,,,,9.7,12,E 0.1,0.2,12.5,44,1190,51.4,0.299,8.01,160,27.9,12.9,70,1.13,,20,,,,,,,,,51,,,,,,96,181,,20,3036,,,415,,,,,,,,,,,,,,,,,,,,91
USGS,12331800,BN,4/9/2002,9,4,2002,12:00,,,MDT,T,USGS-WRD,WS,,,,8,7,,,80020,,,650,,3.61,418,0.00001,8.3,7.9,,181,52.2,12.3,,,,,,,,,8.9,13,< 0.1,0.2,5.8,32.4,776,12.4,0.138,5.78,116,11.4,5.6,44,1.1,,18,,,,,,,,,70,,,,,,52,91,,10,3044,,,427,,,,,,,,,,,,,,,,,,,,108
USGS,12331800,BN,4/10/2002,10,4,2002,16:40,,,MDT,T,USGS-WRD,WS,,,,10,12,,,1028,,,664,,3.59,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/8/2002,8,5,2002,10:25,,,MDT,T,USGS-WRD,WS,,,,7.5,4,,,80020,,,420,,3.09,480,M ,8.5,8.1,,217,62.7,14.7,,,,,,,,,8.6,9,< 0.1,< 0.1,3.7,10.7,186,< 10.0,< 0.080,1.45,48,15.3,3.5,14,0.94,,12,,,,,,,,,90,,,,,,11,12,,10,3044,,,479,,,,,,,,,,,,,,,,,,,,143
USGS,12331800,BN,5/22/2002,22,5,2002,17:00,,,MDT,T,USGS-WRD,WS,,,,10.5,7,,,1028,,,652,,3.62,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/30/2002,30,5,2002,10:45,,,MDT,T,USGS-WRD,WS,,,,16,22.5,,,80020,,,768,,3.81,349,0.00001,8.2,7.9,,155,45.1,10.3,,,,,,,,,9.6,13,E 0.036,0.246,5.5,33.8,780,E 8.3,E 0.060,4.73,118,10,4.1,44,1.16,,22,,,,,,,,,84,,,,,,47,97,,20,3036,,,343,,,,,,,,,,,,,,,,,,,,162
USGS,12331800,BN,6/3/2002,3,6,2002,15:45,,,MDT,T,USGS-WRD,WS,,,,14.5,19,,,1028,,,1200,,4.45,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/4/2002,4,6,2002,14:30,,,MDT,T,USGS-WRD,WS,,,,15,22.5,,,80020,,,1120,,4.29,324,0.00001,8.3,8,,142,41.5,9.42,,,,,,,,,11.9,18,E 0.027,0.435,6.4,60.7,1220,12.2,0.159,10.4,190,10.4,5.2,76,1.31,,32,,,,,,,,,75,,,,,,71,215,,20,3036,,,323,,,,,,,,,,,,,,,,,,,,172
USGS,12331800,BN,6/24/2002,24,6,2002,10:45,,,MDT,T,USGS-WRD,WS,,,,16.5,23.5,,,1028,,,1140,,4.29,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/25/2002,25,6,2002,9:45,,,MDT,T,USGS-WRD,WS,,,,17.5,19,,,80020,,,963,,4.09,373,0.00001,8.3,8,,164,47.5,11.1,,,,,,,,,12.3,14,0.045,0.127,6,21.6,357,E 7.8,0.092,3.01,73.8,10.9,4.5,25,1.25,,27,,,,,,,,,80,,,,,,19,49,,20,3036,,,364,,,,,,,,,,,,,,,,,,,,192
USGS,12331800,BN,7/9/2002,9,7,2002,16:00,,,MDT,T,USGS-WRD,WS,,,,19,29,,,1028,,,506,,3.41,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/1/2002,1,8,2002,11:00,,,MDT,T,USGS-WRD,WS,,,,16,18.5,,,1028,,,317,,2.84,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/13/2002,13,8,2002,16:45,,,MDT,T,USGS-WRD,WS,,,,20.5,29,,,1028,,,320,,2.85,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/21/2002,21,8,2002,14:35,,,MDT,T,USGS-WRD,WS,,,,17.5,21,,,80020,,,223,,2.6,559,M ,8.5,8.2,,260,73.7,18.3,,,,,,,,,11.3,10,E 0.028,0.039,3,4.9,40.2,< 10.0,< 0.080,< 1.00,22.5,10.9,2.7,6,0.79,,6.3,,,,,,,,,67,,,,,,4,2.4,,10,3044,,,505,,,,,,30,30,,,,,,,,,,,,,248
USGS,12331800,BN,8/22/2002,22,8,2002,13:00,,,MDT,T,USGS-WRD,WS,,,,16.5,23,,,1028,,,246,,2.69,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,10/1/2002,1,10,2002,10:15,,,MDT,K,USGS-WRD,WS,,,,9,17,,,1028,,,339,,2.97,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,11/13/2002,13,11,2002,11:45,,,MDT,K,USGS-WRD,WS,,,,5,6,,,1028,,,499,,3.34,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,1/13/2003,13,1,2003,9:30,,,MDT,K,USGS-WRD,WS,,,,2,2,,,1028,,,432,,3.13,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,1/28/2003,28,1,2003,11:15,,,MDT,K,USGS-WRD,WS,,,,1.5,5,,,1028,,,1100,,4.28,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/10/2003,10,3,2003,10:30,,,MDT,K,USGS-WRD,WS,,,,3,13,,,1028,,,562,,3.4,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/14/2003,14,3,2003,12:15,,,MDT,K,USGS-WRD,WS,,,,2,13,,,1028,,,3930,,7.29,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/15/2003,15,3,2003,13:30,,,MST,T,USGS-WRD,WS,,,,3,9,,,80020,,,2290,,5.83,309,0.00001,7.9,7.7,,111,32.2,7.52,,,,,,,,,12.8,37,0.145,1.17,19.6,215,5770,88.1,0.658,43.9,570,38.4,13,276,1.78,,65,,,,,,,,,68,,,,,,294,1820,,20,3036,,,276,,,,,,,,,,,,,,,,,,,,94
USGS,12331800,BN,4/3/2003,3,4,2003,10:25,,,MST,K,USGS-WRD,WS,,,,5.5,6,,,80020,,,1020,,4.2,437,M ,8.4,8,,189,54.7,12.8,,,,,,,,,9.3,14,0.065,0.217,7,42.1,785,17.1,0.187,6.86,118,27.5,7,50,1.28,,29,,,,,,,,,62,,,,,,46,127,,20,3036,,,422,,,,,,,,,,,,,,,,,,,,108
USGS,12331800,BN,4/17/2003,17,4,2003,12:00,,,MDT,K,USGS-WRD,WS,,,,8,18,,,1028,,,1080,,4.29,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/28/2003,28,4,2003,14:40,,,MDT,K,USGS-WRD,WS,,,,8.5,22,,,1028,,,1260,,4.51,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/29/2003,29,4,2003,9:25,,,MDT,K,USGS-WRD,WS,,,,7,7.5,,,80020,,,1180,,4.43,331,0.00001,8.3,7.9,,144,41.8,9.73,,,,,,,,,7.9,12,0.051,0.197,4.9,28.6,752,18,0.109,4.95,96,16,3,38,1.35,,33,,,,,,,,,66,,,,,,45,143,,20,3036,,,323,,,,,,,,,,,,,,,,,,,,136
USGS,12331800,BN,5/27/2003,27,5,2003,11:45,,,MDT,K,USGS-WRD,WS,,,,13,21.5,,,1028,,,2310,,5.72,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/27/2003,27,5,2003,12:25,,,MDT,K,USGS-WRD,WS,,,,13,21.5,,,80020,,,2310,,5.7,237,0.00001,8.1,,,104,30.8,6.68,,,,,,,,,11.6,32,0.051,0.888,10.8,145,,39.7,0.391,26.1,420,15.7,4,211,1.74,,65,,,,,,,,,63,,,,,,224,1400,,20,3036,,,,,,,,,,,,,,,,,,,,,,,161
USGS,12331800,BN,6/2/2003,2,6,2003,14:20,,,MDT,K,USGS-WRD,WS,,,,13.5,21.5,,,1028,,,2810,,6.21,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/3/2003,3,6,2003,9:40,,,MDT,K,USGS-WRD,WS,,,,11,18,,,80020,,,2540,,5.93,258,0.00001,8.1,7.8,,115,33.8,7.31,,,,,,,,,14.4,27,0.095,0.536,12.6,105,2130,38.9,0.419,17.5,264,16.4,9,121,1.81,,72,,,,,,,,,65,,,,,,133,912,,20,3036,,,256,,,,,,,,,,,,,,,,,,,,168
USGS,12331800,BN,6/17/2003,17,6,2003,10:20,,,MDT,K,USGS-WRD,WS,,,,17.5,25,,,80020,,,969,,4.12,370,0.00001,8.3,8,,162,46.6,11.1,,,,,,,,,12.1,14,0.059,0.158,7.1,21.5,352,9.6,E 0.060,2.89,70.5,19.7,4.6,25,1.26,,27,,,,,,,,,78,,,,,,17,44,,20,3036,,,358,,,,,,,,,,,,,,,,,,,,176
USGS,12331800,BN,6/18/2003,18,6,2003,12:30,,,MDT,K,USGS-WRD,WS,,,,19.5,32,,,1028,,,961,,4.04,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/8/2003,8,7,2003,15:15,,,MDT,K,USGS-WRD,WS,,,,18.5,19,,,1028,,,438,,3.16,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/28/2003,28,7,2003,13:45,,,MDT,K,USGS-WRD,WS,,,,22.5,29.5,,,1028,,,238,,2.61,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/29/2003,29,7,2003,10:35,,,MDT,K,USGS-WRD,WS,,,,19.5,25.5,,,80020,,,232,,2.58,555,0.00001,8.3,8.1,,262,75.1,18,,,,,,,,,14,13,E 0.033,0.045,4.7,7.2,43.9,< 8.0,< 0.080,0.34,25.7,9.87,2.9,6,0.79,,6.6,,,,,,,,,87,,,,,,3,1.9,,10,3044,,,540,,,,,,,,,,,,,,,,,,,,224
USGS,12331800,BN,8/12/2003,12,8,2003,13:20,,,MDT,K,USGS-WRD,WS,,,,20.5,28,,,1028,,,210,,2.51,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/25/2003,25,8,2003,15:00,,,MDT,K,USGS-WRD,WS,,,,21,27,,,1028,,,238,,2.61,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/26/2003,26,8,2003,10:55,,,MDT,K,USGS-WRD,WS,,,,17,19.5,,,80020,,,238,,2.6,589,0.00001,8.3,8,,275,77.9,19.7,,,,,,,,,11.4,14,E 0.025,0.08,3.7,9.4,129,< 8.0,< 0.080,0.98,78.9,10.4,2.8,12,0.79,,6.7,,,,,,,,,58,,,,,,18,12,,10,3044,,,542,,,,,,30,30,,,,,,,,,,,,,259
USGS,12331800,BN,10/7/2003,7,10,2003,12:40,,,MDT,K,USGS-WRD,WS,,,,12.5,20.5,,,1028,,,373,,3.01,556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,11/17/2003,17,11,2003,13:00,,,MDT,K,USGS-WRD,WS,,,,3.5,6,,,1028,,,498,,3.28,571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,11/18/2003,18,11,2003,10:15,,,MST,K,USGS-WRD,WS,,,,4.5,5.5,,,80020,,,501,,3.28,490,M ,8.4,7.9,,228,64.8,16.1,,,,,,,,,8.4,8,E 0.027,0.1,2.6,11.1,216,< 6.4,< 0.080,1.63,63.2,12.9,4.1,17,1,,14,,,,,,,,,86,,,,,,11,15,,10,3044,,,484,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,1/7/2004,7,1,2004,16:00,,,MDT,K,USGS-WRD,WS,,,,4.5,-2,,,1028,,,154,,2.31,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,2/9/2004,9,2,2004,9:00,,,MST,K,USGS-WRD,WS,,,,2,-5,,,1028,,,382,,3.02,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,2/17/2004,17,2,2004,14:00,,,MDT,K,USGS-WRD,WS,,,,3,4.5,,,1028,,,434,,3.15,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/17/2004,17,3,2004,12:50,,,MST,K,USGS-WRD,WS,,,,7.5,12.5,,,80020,,,613,,3.51,471,M ,8.4,7.8,,222,64.2,14.9,,,,,,,,,9,9,E 0.036,0.139,4.5,19.7,457,6.6,0.085,3.24,88.1,20.8,4.2,25,1.07,,17,,,,,,,,,82,,,,,,26,43,,10,3044,,,459,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/29/2004,29,3,2004,12:50,,,MDT,K,USGS-WRD,WS,,,,9,14,,,1028,,,536,,3.38,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/21/2004,21,4,2004,8:40,,,MDT,K,USGS-WRD,WS,,,,7,4.5,,,80020,,,505,,3.42,435,0.00001,8.3,8,,201,57.8,13.8,,,,,,,,,12,10,E 0.028,0.117,4.1,13.7,305,E 5.2,E 0.041,2.04,61.6,14.2,9.1,18,1.04,,14,,,,,,,,,89,,,,,,14,19,,10,3044,,,413,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/17/2004,17,5,2004,14:30,,,MDT,K,USGS-WRD,WS,,,,15.5,17,,,1028,,,291,,3.04,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/18/2004,18,5,2004,9:00,,,MDT,K,USGS-WRD,WS,,,,12.5,10,,,80020,,,308,,3.09,484,M ,8.4,7.9,,237,68.8,15.8,,,,,,,,,9.2,10,E 0.023,0.04,4.4,5.8,43.6,E 6.3,E 0.053,0.29,16,11.1,3.2,5,0.94,,8.7,,,,,,,,,81,,,,,,2,1.7,,10,3044,,,443,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/1/2004,1,6,2004,13:10,,,MDT,K,USGS-WRD,WS,,,,14.5,18,,,1028,,,664,,3.92,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.19,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/2/2004,2,6,2004,13:25,,,MDT,K,USGS-WRD,WS,,,,15.5,24,,,80020,,,608,,3.8,436,M ,8.5,8.2,,201,58.6,13.3,,,,,,,,,10.4,12,E 0.024,0.084,4.7,10.4,176,E 6.0,E 0.064,1.19,49,15.8,2.6,12,1.16,,17,,,,,,,,,90,,,,,,9,15,,10,3044,,,411,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/13/2004,13,6,2004,16:45,,,MDT,K,USGS-WRD,WS,,,,16,16,,,80020,,,855,,4.16,370,M ,8.4,8.2,,169,49.1,11.3,,,,,,,,,10.6,14,< 0.040,0.145,4.2,19,449,10.3,0.103,3.45,96.6,15.6,2.9,26,1.27,,24,,,,,,,,,89,10,,,,,23,53,,10,3044,,,340,,,,,,30,30,,,,,,,,,,,,,
USGS,12331800,BN,6/29/2004,29,6,2004,14:15,,,MDT,K,USGS-WRD,WS,,,,21,22,,,1028,,,375,,3.08,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/20/2004,20,7,2004,12:50,,,MDT,K,USGS-WRD,WS,,,,20.5,27.5,,,80020,,,298,,2.79,525,M ,8.4,8.2,,246,70.4,17.1,,,,,,,,,12.8,12,E 0.020,0.061,3.6,6.7,95.8,E 3.7,E 0.053,0.8,41,11,1.7,7,0.85,,8.4,,,,,,,,,64,,,,,,8,6.4,,10,3044,,,513,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/16/2004,16,8,2004,15:10,,,MDT,K,USGS-WRD,WS,,,,21,28,,,1028,,,136,,2.26,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/23/2004,23,8,2004,10:45,,,MDT,K,USGS-WRD,WS,,,,15.5,13,,,80020,,,235,,2.59,578,0.00001,8.2,8,,283,81.1,19.5,,,,,,,,,12.1,12,E 0.026,0.067,3.8,7.7,132,E 3.3,E 0.045,0.98,45.4,6.83,2.9,11,0.79,,6.7,,,,,,,,,86,,,,,,7,4.4,,10,3044,,,540,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,9/28/2004,28,9,2004,12:45,,,MDT,K,USGS-WRD,WS,,,,13,16,,,1028,,,533,,3.38,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,11/16/2004,16,11,2004,15:40,,,MST,K,USGS-WRD,WS,,,,4,6,,,1028,,,476,,3.26,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,12/20/2004,20,12,2004,9:30,,,MST,K,USGS-WRD,WS,,,,3,1.5,,,80020,,,451,,3.2,487,M ,8.5,7.9,,223,63.4,15.7,,,,,,,,,7.5,8,0.299,0.103,2.6,12.3,223,11.5,E 0.046,1.78,52.6,11.5,5,17,0.98,,13,,,,1001,,,,,74,,,,,,14,17,,10,3044,,,458,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,12/29/2004,29,12,2004,10:00,,,MST,K,USGS-WRD,WS,,,,0,-10,,,1028,,,322,,2.9,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,2/9/2005,9,2,2005,9:00,,,MST,K,USGS-WRD,WS,,,,-5,2,,,1028,,,382,,3.02,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/9/2005,9,3,2005,15:15,,,MST,K,USGS-WRD,WS,,,,10,20,,,80020,,,447,,3.16,473,M ,8.6,8.1,,228,65.5,15.6,,,,,,,,,8.6,10,0.046,0.167,4.9,24.5,468,E 5.0,E 0.073,3.45,78.3,20.1,3.7,31,0.96,,13,,,,,,,,,78,,,,,,27,33,,10,3044,,,465,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/22/2005,22,3,2005,13:20,,,MST,K,USGS-WRD,WS,,,,6.5,8,,,1028,,,407,,3.07,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/18/2005,18,4,2005,10:20,,,MDT,K,USGS-WRD,WS,,,,7.5,7,,,80020,,,469,,3.21,477,M ,8.4,7.9,,232,66.2,16.2,,,,,,,,,9.3,11,E 0.026,0.175,3.8,24.7,507,E 5.8,E 0.065,4.11,98.3,17.8,4,35,0.98,,13,,,,,,,,,85,,,,,,26,33,,10,3044,,,468,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/2/2005,2,5,2005,15:15,,,MST,K,USGS-WRD,WS,,,,13,17,,,1028,,,482,,3.26,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/17/2005,17,5,2005,15:15,,,MDT,K,USGS-WRD,WS,,,,11,16,,,80020,,,1810,,5.26,289,0.00001,8.2,7.6,,121,34.7,8.44,,,,,,,,,9.5,24,E 0.032,0.55,6.4,77.7,2280,50.6,0.396,17.8,295,23.7,4.9,104,1.6,,51,,,,1001,,,,,80,,,,,,132,645,,20,3036,,,288,,,,,,,,,,,,,,,,,,,,
